InstituteNo,id,year,institute_type,round_no,quota,pool,institute_short,program_name,program_duration,degree_short,category,opening_rank,closing_rank,is_preparatory
13,30092,2021,NIT,1,HS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3086,9932,0
13,30093,2021,NIT,1,HS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,3939,18457,0
13,30105,2021,NIT,1,OS,Gender-Neutral,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,6087,7686,0
13,30106,2021,NIT,1,OS,Female-Only,NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,GEN,11334,13058,0
15,30329,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,6110,9497,0
15,30330,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,11360,14154,0
15,30329,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,6110,9497,0
15,30330,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,11360,14154,0
15,30329,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,6110,9497,0
15,30330,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,11360,14154,0
15,30329,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,6110,9497,0
15,30330,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,11360,14154,0
15,30329,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,6110,9497,0
15,30330,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,11360,14154,0
15,30329,2021,NIT,1,HS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,6110,9497,0
15,30330,2021,NIT,1,HS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,11360,14154,0
15,30341,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156,0
15,30342,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221,0
15,30341,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156,0
15,30342,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221,0
15,30341,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156,0
15,30342,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221,0
15,30341,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156,0
15,30342,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221,0
15,30341,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156,0
15,30342,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221,0
15,30341,2021,NIT,1,OS,Gender-Neutral,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,4871,6156,0
15,30342,2021,NIT,1,OS,Female-Only,NIT-Kurukshetra,Information Technology,4 Years,B.Tech,GEN,9804,11221,0
16,30406,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,90159,255995,0
16,30407,2021,NIT,1,HS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,130510,253094,0
16,30414,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159,0
16,30415,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835,0
16,30406,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,90159,255995,0
16,30407,2021,NIT,1,HS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,130510,253094,0
16,30414,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159,0
16,30415,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835,0
16,30406,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,90159,255995,0
16,30407,2021,NIT,1,HS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,130510,253094,0
16,30414,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159,0
16,30415,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835,0
16,30406,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,90159,255995,0
16,30407,2021,NIT,1,HS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,130510,253094,0
16,30414,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159,0
16,30415,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835,0
16,30406,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,90159,255995,0
16,30407,2021,NIT,1,HS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,130510,253094,0
16,30414,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159,0
16,30415,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835,0
16,30406,2021,NIT,1,HS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,90159,255995,0
16,30407,2021,NIT,1,HS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,130510,253094,0
16,30414,2021,NIT,1,OS,Gender-Neutral,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,18511,22159,0
16,30415,2021,NIT,1,OS,Female-Only,NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,GEN,30948,31835,0
18,30482,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,99431,341464,0
18,30483,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,199199,257001,0
18,30487,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041,0
18,30488,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423,0
18,30482,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,99431,341464,0
18,30483,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,199199,257001,0
18,30487,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041,0
18,30488,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423,0
18,30482,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,99431,341464,0
18,30483,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,199199,257001,0
18,30487,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041,0
18,30488,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423,0
18,30482,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,99431,341464,0
18,30483,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,199199,257001,0
18,30487,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041,0
18,30488,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423,0
18,30482,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,99431,341464,0
18,30483,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,199199,257001,0
18,30487,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041,0
18,30488,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423,0
18,30482,2021,NIT,1,HS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,99431,341464,0
18,30483,2021,NIT,1,HS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,199199,257001,0
18,30487,2021,NIT,1,OS,Gender-Neutral,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,9776,24041,0
18,30488,2021,NIT,1,OS,Female-Only,NIT-Mizoram,Computer Science and Engineering,4 Years,B.Tech,GEN,29423,29423,0
24,30660,2021,NIT,1,HS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1874,8255,0
24,30661,2021,NIT,1,HS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,2023,8437,0
24,30673,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033,0
24,30674,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081,0
24,30660,2021,NIT,1,HS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1874,8255,0
24,30661,2021,NIT,1,HS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,2023,8437,0
24,30673,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033,0
24,30674,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081,0
24,30660,2021,NIT,1,HS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1874,8255,0
24,30661,2021,NIT,1,HS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,2023,8437,0
24,30673,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033,0
24,30674,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081,0
24,30660,2021,NIT,1,HS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1874,8255,0
24,30661,2021,NIT,1,HS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,2023,8437,0
24,30673,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033,0
24,30674,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081,0
24,30660,2021,NIT,1,HS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1874,8255,0
24,30661,2021,NIT,1,HS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,2023,8437,0
24,30673,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033,0
24,30674,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081,0
24,30660,2021,NIT,1,HS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1874,8255,0
24,30661,2021,NIT,1,HS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,2023,8437,0
24,30673,2021,NIT,1,OS,Gender-Neutral,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,861,2033,0
24,30674,2021,NIT,1,OS,Female-Only,NIT-Rourkela,Computer Science and Engineering,4 Years,B.Tech,GEN,1619,3081,0
26,30917,2021,NIT,1,HS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,7291,23307,0
26,30918,2021,NIT,1,HS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,10598,21819,0
26,30930,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134,0
26,30931,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557,0
26,30917,2021,NIT,1,HS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,7291,23307,0
26,30918,2021,NIT,1,HS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,10598,21819,0
26,30930,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134,0
26,30931,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557,0
26,30917,2021,NIT,1,HS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,7291,23307,0
26,30918,2021,NIT,1,HS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,10598,21819,0
26,30930,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134,0
26,30931,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557,0
26,30917,2021,NIT,1,HS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,7291,23307,0
26,30918,2021,NIT,1,HS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,10598,21819,0
26,30930,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134,0
26,30931,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557,0
26,30917,2021,NIT,1,HS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,7291,23307,0
26,30918,2021,NIT,1,HS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,10598,21819,0
26,30930,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134,0
26,30931,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557,0
26,30917,2021,NIT,1,HS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,7291,23307,0
26,30918,2021,NIT,1,HS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,10598,21819,0
26,30930,2021,NIT,1,OS,Gender-Neutral,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,5464,10134,0
26,30931,2021,NIT,1,OS,Female-Only,NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,GEN,13732,15557,0
27,31081,2021,NIT,1,JK,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,1640,22078,0
27,31082,2021,NIT,1,JK,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,15309,40998,0
27,31081,2021,NIT,1,JK,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,1640,22078,0
27,31082,2021,NIT,1,JK,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,15309,40998,0
27,31081,2021,NIT,1,JK,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,1640,22078,0
27,31082,2021,NIT,1,JK,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,15309,40998,0
27,31081,2021,NIT,1,JK,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,1640,22078,0
27,31082,2021,NIT,1,JK,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,15309,40998,0
27,31081,2021,NIT,1,JK,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,1640,22078,0
27,31082,2021,NIT,1,JK,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,15309,40998,0
27,31081,2021,NIT,1,JK,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,1640,22078,0
27,31082,2021,NIT,1,JK,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,15309,40998,0
27,31092,2021,NIT,1,LA,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,121794,130501,0
27,31093,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669,0
27,31094,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231,0
27,31092,2021,NIT,1,LA,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,121794,130501,0
27,31093,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669,0
27,31094,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231,0
27,31092,2021,NIT,1,LA,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,121794,130501,0
27,31093,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669,0
27,31094,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231,0
27,31092,2021,NIT,1,LA,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,121794,130501,0
27,31093,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669,0
27,31094,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231,0
27,31092,2021,NIT,1,LA,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,121794,130501,0
27,31093,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669,0
27,31094,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231,0
27,31092,2021,NIT,1,LA,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,121794,130501,0
27,31093,2021,NIT,1,OS,Gender-Neutral,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,8851,19669,0
27,31094,2021,NIT,1,OS,Female-Only,NIT-Srinagar,Computer Science and Engineering,4 Years,B.Tech,GEN,20553,25231,0
28,17564,2016,NIT,6,HS,Gender-Neutral,NIT-Surat,Computer Engineering,4 Years,B.Tech,GEN,763,5844,0
28,17569,2016,NIT,6,OS,Gender-Neutral,NIT-Surat,Computer Engineering,4 Years,B.Tech,GEN,1825,5268,0
